(4491,397)
(9468,5064)
(6232,5303)
(5728,7221)
(567,3710)
(2737,5553)
(3524,5055)
(7164,5364)
(5650,8513)
(6741,6335)
(4610,5653)
(1929,4359)
(9947,2944)
(72,4463)
(7565,8270)
(3847,8035)
(7659,9235)
(8336,4049)
(6191,7144)
(2126,3688)
(6818,7093)
(1163,7694)
(2575,7040)
(2205,1070)
(468,8522)
(4050,4984)
(1902,6365)
(137,2184)
(1828,5178)
(5798,6217)
(8153,8048)
(4429,9325)
(9670,343)
(6869,7896)
(8558,2061)
(719,533)
(6257,4521)
(3145,4808)
(5204,6265)
(1306,7197)
(3493,4320)
(3329,216)
(5128,8194)
(1632,8959)
(3127,7942)
(7214,28)
(4426,7119)
(9166,85)
(8200,9953)
(8064,3449)
(2628,412)
(7758,2620)
(8657,3075)
(1944,4209)
(5149,5794)
(2463,2838)
(6169,1303)
(2747,7969)
(324,9060)
(5018,2365)
(6238,6980)
(3329,2323)
(8488,1893)
(6051,7137)
(4486,9969)
(7867,1410)
(344,2051)
(648,2313)
(4116,9059)
(1627,5531)
(1236,7123)
(148,4493)
(6966,8119)
(2830,1057)
(5659,5138)
(1248,4041)
(3576,1496)
(6624,754)
(1964,8850)
(9705,1293)
(3992,1677)
(6614,6003)
(6673,7265)
(6497,5253)
(6355,3299)
(135,4704)
(7595,9065)
(8479,6240)
(2451,6054)
(9482,2868)
(8638,4722)
(7720,5213)
(9820,8485)
(4377,8544)
(2357,8169)
(6359,3501)
(3666,5319)
(8952,3976)
(5993,1290)
(1898,752)
(3125,700)
(1622,9251)
(536,1089)
(6456,7951)
(5809,566)
(2162,1344)
(6092,7140)
(729,9337)
(2640,6709)
(51,7891)
(8861,356)
(1459,7800)
(8082,4807)
(6297,7982)
(6429,2180)
(1016,2013)
(4648,2430)
(5703,4221)
(2730,7881)
(5324,9613)
(1369,3840)
(7535,1639)
(8991,4808)
(3074,1913)
(5951,7358)
(2334,5280)
(3858,4138)
(2647,1959)
(4203,8574)
(6411,4345)
(5570,3877)
(3407,1908)
(5689,5585)
(6889,9556)
(9483,8117)
(1112,2426)
(6504,4883)
(512,6416)
(786,3665)
(3678,4123)
(3985,1756)
(7826,3897)
(5091,1438)
(7489,5146)
(5769,4233)
(197,7837)
(9259,460)
(6648,5856)
(8064,7532)
(2844,7989)
(9329,3763)
(3958,606)
(3164,7541)
(7617,8196)
(7526,6999)
(8970,3111)
(7473,3661)
(1765,1303)
(2306,4587)
(7892,4202)
(6333,910)
(5328,3764)
(324,7809)
(1036,5027)
(4534,4341)
(1911,8838)
(226,7258)
(6416,8716)
(1444,3380)
(5654,8138)
(9592,5150)
(9775,5622)
(3046,3069)
(6656,5401)
(1337,980)
(4775,3239)
(7554,6872)
(7307,5221)
(7625,7561)
(3582,1988)
(4854,7914)
(4081,5690)
(8771,1515)
(1618,2215)
(7942,5076)
(6398,8366)
(8125,5157)
(8382,1364)
(242,5770)
(4684,2564)
(5343,9440)
(8319,4124)
(9116,83)
(8607,180)
(2047,5485)
(3676,458)
(9504,6447)
(2702,9270)
(885,5379)
(6213,3260)
(531,2750)
(6441,8027)
(2732,2618)
(8449,5541)
(4859,4166)
(1930,592)
(3831,2345)
(3565,7226)
(5704,8317)
(4229,7853)
(3696,3309)
(8125,4864)
(5129,2122)
(2047,9358)
(4306,1882)
(3672,6998)
(5487,4718)
(3806,2305)
(717,3442)
(6377,6022)
(4687,3164)
(9881,5146)
(7599,2550)
(5429,6920)
(9376,6430)
(9032,8824)
(4144,5297)
(8670,1252)
(1387,9019)
(27,2995)
(7261,3708)
(9000,9856)
(6313,4068)
(5749,7005)
(3627,9387)
(8539,1348)
(2549,5641)
(6163,9523)
(4248,4249)
(122,1862)
(8676,6865)
(4373,5172)
(6305,1926)
(1441,9867)
(1759,2069)
(6619,5395)
(720,1044)
(7195,434)
(3834,2023)
(2178,6690)
(2977,5525)
(9412,8363)
(5378,6306)
(3035,6811)
(4358,6567)
(4935,5802)
(1721,851)
(4322,2752)
(6054,8339)
(7987,1357)
(6704,8129)
(9156,7341)
(6400,3614)
(3744,1783)
(7754,3518)
(4498,3289)
(5648,257)
(6330,7411)
(4915,6565)
(9100,6825)
(621,1816)
(8775,3073)
(100,7565)
(6012,2587)
(2777,9225)
(493,363)
(6623,4257)
(9914,9112)
(1720,9488)
(1702,1225)
(9073,2739)
(1689,415)
(3922,5459)
(8696,1833)
(7499,3401)
(2407,7807)
(3769,2238)
(2549,3173)
(8559,9044)
(3662,6571)
(5435,8689)
(328,48)
(8358,9991)
(9195,5393)
(9832,6572)
(8936,1180)
(2435,6138)
(4295,2499)
(5229,5527)
(5688,3451)
(3533,1577)
(7251,4000)
(9209,6538)
(4340,7392)
(810,3913)
(6207,1490)
(5648,8319)
(9749,1727)
(8805,1493)
(1367,3127)
(3144,1795)
(4209,9342)
(6886,1059)
(3644,6855)
(4186,4986)
(8385,7305)
(9778,5512)
(2688,1660)
(3953,9046)
(8853,5760)
(6925,8386)
(862,408)
(5899,4215)
(7302,7976)
(1044,4093)
(7732,317)
(4083,1626)
(3013,6639)
(5861,9702)
(6758,7041)
(2432,6484)
(5288,281)
(6372,6736)
(3478,2016)
(4320,7731)
(1600,992)
(3144,7879)
(3821,7488)
(144,643)
(5982,2093)
(4419,233)
(4670,6392)
(5172,6270)
(6045,3586)
(9553,5957)
(7015,5309)
(8702,5163)
(1613,9835)
(784,1856)
(4419,7060)
(1118,1030)
(483,1633)
(9555,7604)
(1464,9342)
(7406,5571)
(61,2615)
(2926,3564)
(5361,5043)
(4398,1736)
(6690,2643)
(355,3636)
(8958,1468)
(3845,6664)
(1891,6586)
(6052,1006)
(1475,9043)
(7679,4679)
(6009,6174)
(8980,7201)
(6875,5931)
(1102,4751)
(9884,9818)
(1485,1903)
(2513,2307)
(4727,9865)
(4430,3238)
(74,5727)
(508,5523)
(8901,1687)
(992,9740)
(8872,9495)
(1052,1539)
(5090,2069)
(8143,2281)
(8848,3574)
(6590,437)
(7694,1470)
(6142,5219)
(3725,7435)
(4692,1257)
(9550,16)
(6201,3098)
(6070,4492)
(4026,6748)
(1550,6565)
(8867,999)
(5778,2409)
(2261,9634)
(1189,514)
(3797,8610)
(3589,8842)
(6335,5228)
(3416,1911)
(5640,1967)
(7037,3084)
(3223,7878)
(3522,8525)
(5838,1826)
(3193,4569)
(3984,5276)
(9774,4369)
(6977,4402)
(6936,7082)
(5327,6450)
(2733,1904)
(2538,1699)
(5974,7910)
(8141,6072)
(4110,4031)
(6856,9035)
(6438,5167)
(5134,3612)
(5503,6158)
(1164,139)
(1839,130)
(7139,4300)
(9550,6137)
(4355,3953)
(7608,172)
(171,9525)
(1645,444)
(5029,3811)
(6130,1324)
(810,2686)
(3053,9390)
(9590,4007)
(5798,9391)
(1417,9990)
(6068,8031)
(6232,2015)
(5294,9157)
(9493,2116)
(1724,2614)
(8638,2397)
(7111,6791)
(5094,1512)
(9402,3720)
(6282,7311)
(9595,2323)
(7837,1187)
(3319,4882)
(3069,2829)
(8870,580)
(8855,2779)
(621,5694)
(7199,8991)
(7611,218)
(7225,6357)
(3333,3507)
(9086,6847)
(2636,5738)
(291,4626)
(7260,8615)
(1387,7442)
(2869,3281)
(8049,9893)
(4449,1358)
(657,2665)
(5418,9193)
(133,2569)
(4810,825)
(2975,2791)
(9462,1101)
(388,8359)
(7862,4706)
(8646,7202)
(8802,8517)
(388,4121)
(6430,2043)
(8552,9274)
(6847,1979)
(9199,2460)
(3877,3769)
(459,3324)
(8994,2766)
(2667,8345)
(332,93)
(4045,7952)
(6437,2811)
(7262,6461)
(1992,8314)
(5494,938)
(8407,386)
(76,8477)
(2751,1619)
(9641,2752)
(3419,6465)
(4342,2947)
(1341,7719)
(8016,9184)
(4371,3325)
(6155,4733)
(2527,766)
(8776,1566)
(1411,9867)
(4704,292)
(3058,4941)
(3890,5007)
(7492,3645)
(1980,9012)
(8660,30)
(6530,3545)
(7209,2607)
(1409,7807)
(2518,2046)
(3975,1874)
(9966,9677)
(1816,988)
(8805,9831)
(4298,7761)
(3608,4342)
(5560,6407)
(6697,9448)
(6811,9677)
(9859,9619)
(5712,4621)
(1220,4267)
(9922,2878)
(8738,7129)
(376,8726)
(2272,41)
(6444,8676)
(7051,1542)
(7628,648)
(7369,9019)
(9373,2210)
(2352,5857)
(4161,7167)
(7169,9515)
(2110,450)
(831,239)
(1168,2511)
(8288,7240)
(4184,2643)
(2398,4764)
(8911,9911)
(1877,6593)
(3505,6441)
(1002,3833)
(6369,3583)
(438,4060)
(1377,430)
(5370,3317)
(4057,1257)
(1984,8871)
(9684,1775)
(2208,9186)
(4552,432)
(1225,2779)
(3903,6129)
(8016,4250)
(5087,8961)
(1583,7048)
(7504,837)
(5290,8182)
(4343,530)
(232,1502)
(8873,270)
(9721,5069)
(85,5568)
(4044,4716)
(212,5928)
(2167,1906)
(2863,4550)
(3408,1980)
(6828,2896)
(5049,3472)
(3557,6119)
(7693,1184)
(5305,436)
(405,3402)
(3623,2646)
(481,1121)
(7899,8665)
(7378,5799)
(5793,2566)
(595,5926)
(3656,2768)
(5025,5089)
(736,5586)
(2503,7465)
(9860,9236)
(1883,7699)
(3359,371)
(9853,2587)
(2595,9746)
(4503,6007)
(7574,1597)
(5151,9952)
(987,5315)
(8487,1379)
(5943,1942)
(6307,9843)
(9649,646)
(4508,5944)
(6357,8453)
(975,1070)
(1134,9466)
(7791,6075)
(9294,6096)
(8723,9217)
(7520,1616)
(7822,9276)
(8742,6108)
(851,2228)
(7136,9983)
(8164,1086)
(7098,8735)
(8337,2482)
(3685,457)
(2539,5990)
(1148,4556)
(9295,5725)
(7529,5855)
(2419,9378)
(1704,8778)
(3804,8918)
(32,7726)
(9609,183)
(2826,9913)
(6087,7686)
(2524,8847)
(6944,9814)
(1680,7054)
(3454,5396)
(3845,8416)
(2769,6407)
(6287,4836)
(4871,2995)
(1379,1157)
(4980,7325)
(6608,5858)
(4674,780)
(586,9158)
(2338,5883)
(602,8122)
(4841,9023)
(2365,378)
(4624,4048)
(5515,1413)
(7439,2520)
(8552,6820)
(7617,6096)
(334,6243)
(145,9314)
(9673,750)
(166,8551)
(4598,7299)
(62,5861)
(5203,1396)
(8406,368)
(4741,5899)
(6153,8735)
(7176,5125)
(1970,1728)
(754,8048)
(2012,891)
(9673,5738)
(9061,889)
(1360,8550)
(6872,981)
(9007,339)
(1311,1815)
(8316,6633)
(9756,3645)
(5017,1360)
(527,4670)
(1984,7490)
(1981,7039)
(4473,8178)
(9170,9016)
(7326,5785)
(2822,8588)
(1446,3664)
(1957,6643)
(3328,9903)
(391,7530)
(6727,3128)
(2909,2453)
(4955,1171)
(7478,4720)
(4024,4012)
(8533,1028)
(8748,631)
(4490,6575)
(4706,3766)
(9753,771)
(412,8168)
(5221,8710)
(7340,5912)
(4981,3450)
(8079,9917)
(2577,2562)
(1264,507)
(720,8527)
(4218,2428)
(4704,1741)
(4629,587)
(6897,3329)
(486,6107)
(596,1171)
(5955,9392)
(8124,859)
(7565,3355)
(4590,9291)
(3542,6295)
(7030,5450)
(4665,7933)
(6144,1100)
(8459,9937)
(5122,9227)
(8540,9865)
(418,9694)
(3822,5398)
(89,8388)
(3850,9908)
(8876,1650)
(7755,4487)
(3843,1554)
(160,6472)
(3750,8655)
(654,5080)
(6381,1666)
(627,6270)
(3916,7066)
(6525,2826)
(1016,7242)
(7148,5310)
(3929,833)
(2269,4112)
(4934,1135)
(4088,5408)
(3325,2879)
(1484,6037)
(2318,7295)
(1993,1578)
(4489,7472)
(9101,6832)
(562,4646)
(824,4980)
(8689,1116)
(6722,9608)
(8803,9944)
(7730,4086)
(3796,9035)
(5834,6843)
(8464,7297)
(971,9749)
(7360,9988)
(4881,2988)
(1728,9320)
(5901,8966)
(4592,480)
(1041,2299)
(5027,2588)
(4022,5766)
(1647,984)
(4322,3069)
(6786,9691)
(9889,4918)
(6101,3566)
(6274,5173)
(1827,2468)
(3243,2045)
(8119,1192)
(6621,8574)
(4948,5119)
(5273,4245)
(9856,9128)
(7124,9883)
(5308,8196)
(1951,9519)
(7089,1245)
(5644,1998)
(4397,11)
(4325,1956)
(4773,8924)
(2712,5469)
(3731,9248)
(1221,9504)
(4963,461)
(8433,5162)
(2915,7884)
(7042,3380)
(7371,9779)
(7487,869)
(6709,4448)
(5356,3873)
(3683,7234)
(9876,1914)
(5472,9693)
(7585,4753)
(9103,487)
(901,9531)
(6222,9287)
(6484,1382)
(388,9266)
(30,4791)
(4295,2982)
(546,4573)
(3665,5017)
(5062,7627)
(3627,1591)
(2052,8536)
(9997,4562)
(6194,9256)
(4339,5605)
(3666,3335)
(5848,2316)
(979,3717)
(6946,9970)
(6979,2082)
(5863,5836)
(5980,4929)
(2351,6371)
(481,7907)
(7563,9191)
(5082,6178)
(8548,328)
(7270,7699)
(8009,5373)
(288,4624)
(197,576)
(8178,1865)
(9128,1185)
(6365,8198)
(7275,2777)
(9634,5344)
(6777,5253)
(8037,8141)
(350,1012)
(7902,5966)
(7204,5964)
(6503,1755)
(3372,357)
(9614,7148)
(3057,4494)
(2099,5126)
(151,9092)
(4255,10)
(6317,6543)
(8464,5580)
(7929,1703)
(5289,936)
(5289,5086)
(2324,5633)
(4373,587)
(7965,9780)
(8725,4505)
(8377,4921)
(8492,5969)
(3704,5542)
(2140,4857)
(3423,5564)
(8541,8861)
(5472,7079)
(5924,5148)
(2685,4946)
(8229,8278)
(3825,6103)
(7074,8179)
(9819,8391)
(917,8429)
(8546,5686)
(4479,9323)
(4258,4627)
(3684,4645)
(9237,415)
(254,7289)
(2033,1040)
(3874,9207)
(7807,8101)
(4182,9798)
(156,7089)
(1653,2025)
(7485,1471)
(7377,9813)
(3931,7689)
(1163,5555)
(3669,5954)
(9244,4876)
(6013,3606)
(1453,5271)
(9018,2440)
(7826,6924)
(9437,3468)
(366,9794)
(7009,1482)
(7879,1253)
